City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
28,gonzalez,8,CO,1552245436,46,8.39,-73.38,86.39,2.59
29,atuona,64,PF,1552245436,100,-9.8,-139.03,82.12,10.31
30,kruisfontein,92,ZA,1552245200,84,-34.0,24.73,67.76,18.07
31,hilo,90,US,1552245080,83,19.71,-155.08,69.8,6.93
32,sistranda,20,NO,1552245012,67,63.73,8.83,27.0,7.85
33,carnarvon,0,ZA,1552245437,18,-30.97,22.13,65.02,9.75
34,mar del plata,0,AR,1552245333,19,-46.43,-67.52,87.83,15.12
35,bantou,0,CN,1552245437,89,26.22,117.49,43.15,1.97
36,jamestown,44,AU,1552245346,94,-33.21,138.6,62.59,4.83
37,upernavik,12,GL,1552245266,100,72.79,-56.15,-2.13,9.42
38,butaritari,88,KI,1552245438,100,3.07,172.79,82.21,13.15
39,riviere-au-renard,40,CA,1552240800,100,49.0,-64.4,32.0,10.29
40,curup,80,ID,1552245438,92,-3.47,102.53,70.64,0.47
41,qaanaaq,36,GL,1552245439,89,77.48,-69.36,-7.53,4.38
42,kinsale,20,IE,1552245296,98,51.71,-8.52,39.0,23.04
43,mataura,12,NZ,1552245005,87,-46.19,168.86,55.0,2.59
44,kahului,40,US,1552245410,65,20.89,-156.47,77.0,20.8
45,nikolskoye,90,RU,1552245378,96,59.7,30.79,32.0,15.66
46,cape town,20,ZA,1552245364,77,-33.93,18.42,64.0,26.4
47,havoysund,0,NO,1552242000,85,71.0,24.66,19.4,10.29
48,puerto ayora,0,EC,1552240800,69,-0.74,-90.35,82.4,8.05
49,busselton,0,AU,1552245403,63,-33.64,115.35,61.0,14.83
50,kodiak,1,US,1552245423,55,39.95,-94.76,44.01,10.29
51,hermanus,80,ZA,1552245387,97,-34.42,19.24,64.0,5.99
52,chokurdakh,80,RU,1552245441,67,70.62,147.9,-9.42,3.09
53,enshi,76,CN,1552245441,80,30.29,109.48,34.91,0.58
54,khatanga,24,RU,1552245442,61,71.98,102.47,-7.53,7.63
55,formosa,90,AR,1552240800,78,-26.19,-58.17,75.2,8.05
56,finsterwalde,75,DE,1552245020,76,51.63,13.71,48.2,24.16
57,punta arenas,20,CL,1552245192,42,-53.16,-70.91,64.4,24.16
58,tommot,24,RU,1552245443,74,58.97,126.27,8.41,3.83
59,kintampo,68,GH,1552245443,51,8.05,-1.73,89.41,2.37
60,half moon bay,90,US,1552245416,76,37.46,-122.43,57.0,11.41
